TsM_000017700,EL756461.1,100.000,250,0,0,1,250,18,767,4.68e-153,426,100.00,0,3
TsM_000017700,JZ053786.1,100.000,224,0,0,1,224,77,748,9.60e-146,407,100.00,0,2
TsM_000017700,JZ072712.1,99.515,206,1,0,45,250,760,143,3.01e-137,386,99.51,0,-2
TsM_000017700,JZ072711.1,100.000,209,0,0,1,209,79,705,1.19e-134,379,100.00,0,1
TsM_000017700,EL759088.1,99.497,199,1,0,52,250,11,607,6.39e-134,375,100.00,0,2
TsM_000017700,JZ043457.1,100.000,196,0,0,55,250,813,226,1.40e-130,370,100.00,0,-2
TsM_000017700,EL746934.1,99.422,173,1,0,38,210,9,527,1.46e-126,356,100.00,0,3
TsM_000017700,JZ056779.1,99.497,199,1,0,1,199,92,688,1.37e-125,355,99.50,0,2
TsM_000017700,JZ056780.1,97.927,193,4,0,58,250,807,229,6.47e-125,355,98.45,0,-1
TsM_000017700,EL759622.1,99.495,198,1,0,1,198,53,646,1.88e-123,349,99.49,0,2
TsM_000017700,JZ040573.1,99.490,196,1,0,1,196,77,664,3.80e-123,349,99.49,0,2
TsM_000017700,JZ057557.1,100.000,193,0,0,1,193,92,670,3.74e-122,347,100.00,0,2
TsM_000017700,EL757300.1,100.000,184,0,0,67,250,710,159,2.03e-121,345,100.00,0,-3
TsM_000017700,JZ039417.1,100.000,189,0,0,1,189,79,645,1.32e-118,338,100.00,0,1
TsM_000017700,JZ039417.1,100.000,18,0,0,190,207,647,700,0.001,39.7,100.00,0,2
TsM_000017700,EL744141.1,100.000,178,0,0,73,250,19,552,4.75e-117,333,100.00,0,1
TsM_000017700,EL742588.1,100.000,177,0,0,1,177,49,579,3.03e-109,313,100.00,0,1
TsM_000017700,EL755659.1,99.398,166,1,0,1,166,58,555,3.29e-106,286,99.40,0,1
TsM_000017700,EL755659.1,100.000,55,0,0,164,218,548,712,3.29e-106,115,100.00,0,2
TsM_000017700,JZ035598.1,98.795,166,2,0,1,166,59,556,1.55e-98,285,98.80,0,2
TsM_000017700,EL758268.1,100.000,163,0,0,1,163,49,537,1.11e-97,283,100.00,0,1
TsM_000017700,EL762934.1,100.000,153,0,0,98,250,12,470,3.11e-97,282,100.00,0,3
TsM_000017700,EL740243.1,100.000,155,0,0,1,155,37,501,9.49e-92,267,100.00,0,1
TsM_000017700,EL747278.1,100.000,148,0,0,1,148,39,482,1.20e-86,254,100.00,0,3
TsM_000017700,JZ038433.1,100.000,147,0,0,1,147,75,515,2.68e-86,254,100.00,0,3
TsM_000017700,JZ042067.1,100.000,144,0,0,1,144,64,495,7.11e-84,247,100.00,0,1
TsM_000017700,EL748261.1,99.265,136,1,0,115,250,3,410,3.12e-81,242,99.26,0,3
TsM_000017700,JZ057558.1,100.000,129,0,0,122,250,502,116,2.04e-77,232,100.00,0,-3
TsM_000017700,JZ057558.1,100.000,18,0,0,89,106,599,546,1.63e-09,43.1,100.00,0,-2
TsM_000017700,JZ057558.1,100.000,16,0,0,107,122,546,499,1.63e-09,35.8,100.00,0,-1
TsM_000017700,JZ043456.1,100.000,132,0,0,1,132,79,474,3.18e-74,223,100.00,0,1
TsM_000017700,GT227135.1,92.424,132,3,1,1,132,83,457,1.08e-72,218,93.18,0,2
TsM_000017700,JZ042194.1,99.237,131,1,0,1,131,77,469,1.57e-72,218,99.24,0,2
TsM_000017700,JZ053787.1,100.000,112,0,0,139,250,560,225,7.92e-64,197,100.00,0,-2
TsM_000017700,EL751617.1,99.074,108,1,0,143,250,1,324,1.25e-59,186,99.07,0,1
TsM_000017700,EL751855.1,98.165,109,2,0,142,250,520,194,7.68e-59,184,98.17,0,-2
TsM_000017700,EL761989.1,100.000,74,0,0,97,170,1,222,2.78e-49,156,100.00,0,1
TsM_000017700,JZ045152.1,100.000,94,0,0,1,94,77,358,2.43e-42,140,100.00,0,2
TsM_000017700,JZ045153.1,98.333,60,1,0,191,250,410,231,1.16e-22,90.1,100.00,0,-2
TsM_000017700,EL761918.1,98.000,50,1,0,201,250,175,26,8.45e-17,72.4,100.00,0,-3
TsM_000017700,EL748982.1,100.000,49,0,0,202,250,377,231,3.27e-15,70.1,100.00,0,-2
TsM_000017700,EL748930.1,97.727,44,1,0,207,250,1,132,5.30e-11,58.2,97.73,0,1
TsM_000017700,EL742418.1,100.000,31,0,0,220,250,3,95,0.022,33.5,100.00,0,3
TsM_000020400,EL762412.1,98.413,63,1,0,91,153,400,212,9.65e-30,105,100.00,0,-1
TsM_000023200,EL744551.1,100.000,139,0,0,1,139,11,427,4.44e-53,164,100.00,0,2
TsM_000023200,EL743251.1,100.000,139,0,0,1,139,11,427,4.44e-53,164,100.00,0,2
TsM_000023200,JZ033670.1,100.000,139,0,0,1,139,12,428,4.58e-53,164,100.00,0,3
TsM_000023200,EL744225.1,100.000,139,0,0,1,139,13,429,4.88e-53,164,100.00,0,1
TsM_000023200,EL741952.1,100.000,139,0,0,1,139,14,430,5.16e-53,164,100.00,0,2
TsM_000023200,JZ076732.1,100.000,139,0,0,1,139,74,490,5.29e-53,165,100.00,0,2
TsM_000023200,JZ033692.1,100.000,139,0,0,1,139,74,490,5.81e-53,165,100.00,0,2
TsM_000023200,EL744525.1,100.000,139,0,0,1,139,469,53,5.86e-53,166,100.00,0,-2
TsM_000023200,EL744722.1,100.000,139,0,0,1,139,54,470,6.39e-53,164,100.00,0,3
TsM_000023200,JZ036971.1,100.000,139,0,0,1,139,31,447,6.94e-53,164,100.00,0,1
TsM_000023200,JZ040266.1,100.000,139,0,0,1,139,74,490,6.99e-53,165,100.00,0,2
TsM_000023200,JZ035567.1,100.000,139,0,0,1,139,74,490,6.99e-53,165,100.00,0,2
TsM_000023200,JZ039211.1,100.000,139,0,0,1,139,41,457,7.62e-53,164,100.00,0,2
TsM_000023200,JZ042551.1,100.000,139,0,0,1,139,50,466,8.11e-53,164,100.00,0,2
TsM_000023200,EL741112.1,100.000,139,0,0,1,139,37,453,8.34e-53,164,100.00,0,1
TsM_000023200,EL745713.1,100.000,139,0,0,1,139,49,465,8.36e-53,164,100.00,0,1
TsM_000023200,JZ036083.1,100.000,139,0,0,1,139,51,467,8.62e-53,164,100.00,0,3
TsM_000023200,JZ033407.1,100.000,139,0,0,1,139,52,468,9.41e-53,164,100.00,0,1
TsM_000023200,EL744550.1,100.000,139,0,0,1,139,52,468,9.41e-53,164,100.00,0,1
TsM_000023200,EL741923.1,100.000,139,0,0,1,139,45,461,9.65e-53,164,100.00,0,3
TsM_000023200,EL741102.1,100.000,139,0,0,1,139,45,461,9.65e-53,164,100.00,0,3
TsM_000023200,EL746685.1,100.000,139,0,0,1,139,53,469,9.71e-53,164,100.00,0,2
TsM_000023200,EL743738.1,100.000,139,0,0,1,139,54,470,9.92e-53,164,100.00,0,3
TsM_000023200,EL741817.1,100.000,139,0,0,1,139,63,479,1.01e-52,164,100.00,0,3
TsM_000023200,EL746838.1,100.000,139,0,0,1,139,46,462,1.05e-52,164,100.00,0,1
TsM_000023200,EL741451.1,100.000,139,0,0,1,139,48,464,1.09e-52,164,100.00,0,3
TsM_000023200,EL742179.1,100.000,139,0,0,1,139,73,489,1.14e-52,164,100.00,0,1
TsM_000023200,EL741555.1,100.000,139,0,0,1,139,73,489,1.14e-52,164,100.00,0,1
TsM_000023200,EL742582.1,100.000,139,0,0,1,139,59,475,1.19e-52,164,100.00,0,2
TsM_000023200,EL746883.1,100.000,139,0,0,1,139,55,471,1.22e-52,164,100.00,0,1
TsM_000023200,EL740471.1,100.000,139,0,0,1,139,56,472,1.22e-52,164,100.00,0,2
TsM_000023200,EL743383.1,100.000,139,0,0,1,139,58,474,1.24e-52,164,100.00,0,1
TsM_000023200,EL743280.1,100.000,139,0,0,1,139,72,488,1.25e-52,164,100.00,0,3
